name,course,year,season,average_rating,num_reviews,average_gpa,num_students
Joelle Presson,BSCI103,2009,fall,5.0,1.0,,
Joelle Presson,BSCI103,2010,spring,5.0,1.0,,
Joelle Presson,BSCI103,2010,summer,5.0,1.0,,
Joelle Presson,BSCI150,2021,fall,5.0,3.0,3.7872340425531905,141.0
Joelle Presson,BSCI189I,2010,fall,1.0,1.0,,
Joelle Presson,BSCI189I,2011,winter,5.0,1.0,,
Joelle Presson,BSCI189I,2015,spring,5.0,1.0,,
Joelle Presson,BSCI189I,2016,fall,1.0,1.0,3.597560975609756,164.0
Joelle Presson,BSCI189I,2019,fall,5.0,1.0,3.7435714285714288,140.0
Joelle Presson,BSCI189I,2019,spring,1.0,1.0,,
Joelle Presson,BSCI189I,2021,winter,5.0,1.0,,
Joey Brown,SOCY100,2020,spring,5.0,1.0,3.9711409395973156,149.0
Joey Brown,SOCY100,2021,fall,5.0,1.0,3.8446927374301674,179.0
Johan Larsson,ENME202,2018,fall,5.0,2.0,2.7748427672955973,159.0
Johanna Birnir,GVPT100,2010,fall,1.0,3.0,,
Johanna Birnir,GVPT100,2011,fall,3.0,3.0,,
Johanna Birnir,GVPT100,2011,spring,3.0,2.0,,
Johanna Birnir,GVPT100,2012,spring,3.0,1.0,,
Johanna Birnir,GVPT100,2015,spring,1.0,1.0,,
Johanna Birnir,GVPT201,2020,spring,4.0,1.0,3.567741935483871,93.0
Johanna Birnir,GVPT201,2021,fall,2.0,1.0,3.2414012738853506,157.0
Johanna Birnir,GVPT201,2021,spring,4.0,1.0,3.551948051948052,154.0
Johanna Birnir,GVPT201,2023,spring,2.0,2.0,,
John Aloimonos,CMSC250,2009,spring,4.5,2.0,,
John Aloimonos,CMSC250,2010,spring,4.0,1.0,,
John Aloimonos,CMSC250,2012,fall,3.0,1.0,,
John Aloimonos,CMSC426,2010,fall,1.0,1.0,,
John Aloimonos,CMSC426,2021,fall,1.0,1.0,3.752727272727273,110.0
John Aloimonos,CMSC426,2022,fall,2.75,4.0,3.437179487179487,78.0
John Aloimonos,CMSC426,2022,summer,5.0,1.0,,
John Andrews,ARMY106,2020,spring,5.0,1.0,,
John Auchard,ENGL241,2007,fall,4.0,1.0,,
John Auchard,ENGL241,2008,fall,3.0,2.0,,
John Auchard,ENGL241,2009,spring,4.0,2.0,,
John Auchard,ENGL241,2010,fall,5.0,1.0,,
John Auchard,ENGL241,2010,winter,4.0,1.0,,
John Auchard,ENGL241,2011,fall,3.5,2.0,,
John Auchard,ENGL241,2011,spring,5.0,2.0,,
John Auchard,ENGL241,2011,winter,5.0,1.0,,
John Auchard,ENGL241,2012,fall,4.0,1.0,2.9812500000000006,112.0
John Auchard,ENGL241,2012,spring,5.0,1.0,2.767096774193549,155.0
John Auchard,ENGL432,2011,spring,5.0,1.0,,
John Auchard,ENGL432,2013,spring,5.0,1.0,3.2045454545454546,22.0
John Baras,ENEE660,2013,fall,1.0,1.0,3.4444444444444446,9.0
John Bono,BMGT301,2021,spring,5.0,2.0,,
John Bono,BMGT302,2019,fall,5.0,2.0,3.141772151898735,79.0
John Bono,BMGT302,2020,fall,5.0,1.0,2.903571428571428,56.0
John Bono,BMGT302,2020,winter,5.0,1.0,,
John Bono,BMGT302,2021,winter,5.0,1.0,,
John Bono,BMGT302,2022,fall,4.5,2.0,3.1617021276595745,94.0
John Bono,BMGT302,2022,spring,2.0,1.0,3.3388888888888895,90.0
John Bono,BMGT302,2022,winter,5.0,1.0,,
John Bono,BMGT302,2023,winter,3.5,2.0,,
John Bono,BMGT402,2020,fall,1.0,1.0,3.3014925373134325,67.0
John Bono,BMGT402,2021,winter,5.0,1.0,,
John Bono,BMGT402,2022,fall,2.6,5.0,3.2666666666666666,54.0
John Bono,BMGT402,2022,winter,2.0,1.0,,
John Bono,BMGT402,2023,winter,5.0,1.0,,
John Bono,BMGT404,2020,fall,5.0,1.0,,
John Bono,BUDT704,2021,fall,3.0,1.0,3.4559440559440557,143.0
John Brown,PHIL332,2012,fall,3.0,2.0,2.437037037037037,27.0
John Buchner,BSCI223,2019,winter,4.0,1.0,,
John Buchner,BSCI223,2020,fall,1.0,1.0,3.665083798882682,358.0
John Buchner,BSCI223,2021,fall,4.0,1.0,3.582848837209303,344.0
John Buchner,BSCI223,2022,fall,3.6666666666666665,3.0,3.5437500000000006,32.0
John Buchner,BSCI283,2022,fall,5.0,1.0,,
John Cable,ENCE662,2008,spring,4.0,1.0,,
John Cable,ENCE662,2010,fall,1.0,2.0,,
John Carlson,HONR217,2007,fall,3.6666666666666665,3.0,,
John Carlson,HONR217,2008,fall,1.0,2.0,,
John Carlson,HONR217,2009,fall,4.666666666666667,3.0,,
John Carlson,HONR217,2009,spring,4.0,1.0,,
John Carlson,HONR217,2011,fall,1.0,1.0,,
John Carlson,HONR217,2013,fall,4.0,1.0,3.8848484848484843,33.0
John Carlson,HONR217,2014,winter,3.0,1.0,,
John Carlson,HONR217,2016,fall,1.0,1.0,3.911764705882353,34.0
John Carlson,HONR217,2017,fall,3.5,2.0,3.9285714285714284,35.0
John Carlson,HONR219Z,2013,spring,3.0,1.0,3.64,25.0
John Chao,ECON422,2014,spring,1.0,1.0,,
John Chao,ECON423,2022,spring,4.0,2.0,3.85,16.0
John Cumings,ENES100,2009,fall,1.0,1.0,,
John Cumings,ENES100,2009,summer,3.0,1.0,,
John Cumings,ENES100,2010,fall,4.0,2.0,,
John Cumings,ENES100,2014,winter,4.0,1.0,,
John Cumings,ENMA441,2022,fall,4.0,1.0,3.8055555555555554,18.0
John Dickerson,CMSC320,2018,fall,4.666666666666667,3.0,3.2415525114155255,219.0
John Dickerson,CMSC320,2019,fall,3.5,2.0,3.3071186440677964,295.0
John Dickerson,CMSC320,2020,fall,2.0,1.0,3.8008298755186716,241.0
John Dickerson,CMSC320,2020,winter,5.0,1.0,,
John Dickerson,CMSC320,2021,fall,3.0,5.0,3.511186440677966,295.0
John Dickerson,CMSC320,2022,winter,3.0,1.0,,
John Dickerson,CMSC320,2023,spring,5.0,2.0,,
John Dickerson,CMSC389K,2019,fall,4.0,1.0,3.7094339622641512,53.0
John Fisher,BIOE340,2009,fall,1.0,1.0,,
John Fisher,BIOE340,2010,fall,3.0,1.0,,
John Fisher,BIOE340,2010,winter,4.0,1.0,,
John Fisher,BIOE340,2011,fall,2.5,2.0,,
John Fisher,BIOE340,2012,fall,4.0,1.0,3.09625,80.0
John Fisher,BIOE340,2012,spring,2.0,1.0,,
John Fisher,BIOE340,2015,fall,1.0,2.0,,
John Fourkas,CHEM276,2015,spring,5.0,1.0,3.7684210526315787,38.0
John Fourkas,CHEM276,2023,spring,5.0,1.0,,
John Horty,PHIL370,2018,fall,5.0,1.0,3.924,25.0
John Horty,PHIL370,2022,fall,5.0,1.0,3.7400000000000007,20.0
John Howrey,NAVY401,2022,spring,5.0,1.0,3.9896551724137934,29.0
John Jabara,HEIP241,2020,spring,5.0,1.0,,
John Kim,ENGL392,2019,fall,5.0,1.0,3.7567567567567566,37.0
John King,EDUC388E,2021,fall,5.0,1.0,3.3631578947368426,19.0
John Laub,CCJS661,2022,spring,1.0,1.0,,
John Laub,HONR218W,2007,fall,5.0,2.0,,
John Laub,HONR218W,2008,spring,3.0,1.0,,
John MacIntosh,ENGL101,2020,fall,4.0,1.0,3.847272727272727,55.0
John MacIntosh,ENGL101,2020,spring,4.0,1.0,3.8096774193548386,31.0
John MacIntosh,ENGL101,2021,fall,5.0,1.0,3.728947368421052,38.0
John MacIntosh,ENGL101,2022,fall,5.0,5.0,3.6,55.0
John MacIntosh,ENGL301,2022,spring,5.0,1.0,3.8857142857142857,14.0
John Matthews,ENGL390,2015,spring,1.0,1.0,3.105882352941177,51.0
John Matthews,ENGL390,2016,spring,3.0,2.0,2.8297297297297295,74.0
John Matthews,ENGL395,2013,fall,5.0,1.0,3.38421052631579,19.0
John McCauley,GVPT210,2022,spring,5.0,1.0,3.3428571428571434,119.0
John McCauley,GVPT289L,2020,spring,5.0,1.0,,
John McCauley,GVPT354,2022,fall,5.0,1.0,3.625,8.0
John McGahagan,HACS408M,2021,fall,5.0,2.0,3.9485714285714284,35.0
John McGahagan,HACS408M,2023,winter,5.0,1.0,,
John Merck,CPSG100,2020,fall,5.0,1.0,,
John Merck,CPSG100,2021,spring,5.0,1.0,,
John Merck,CPSG101,2021,spring,5.0,1.0,,
John Merck,CPSG200,2020,fall,5.0,1.0,,
John Merck,CPSG200,2021,fall,5.0,1.0,3.8559322033898304,59.0
John Merck,GEOL212,2023,winter,5.0,1.0,,
John Merck,GEOL331,2018,fall,5.0,1.0,2.919047619047619,21.0
John Millson,STAT400,2007,fall,5.0,3.0,,
John Millson,STAT400,2008,fall,4.666666666666667,3.0,,
John Millson,STAT400,2008,spring,5.0,1.0,,
John Millson,STAT400,2010,spring,2.0,1.0,,
John Millson,STAT400,2011,spring,4.25,4.0,,
John Millson,STAT400,2011,summer,5.0,1.0,,
John Millson,STAT400,2012,spring,5.0,1.0,3.118027210884354,294.0
John Millson,STAT400,2013,spring,4.0,2.0,2.9626168224299065,321.0
John Millson,STAT400,2018,fall,2.0,1.0,2.809623430962343,239.0
John Millson,STAT400,2018,spring,3.0,2.0,3.1522088353413658,249.0
John Millson,STAT400,2018,summer,3.0,1.0,,
John Millson,STAT400,2019,spring,3.0,1.0,2.9825203252032524,246.0
John Monday,THET110,2022,spring,4.0,1.0,3.7133333333333334,30.0
John Neri,ECON201,2008,fall,1.0,1.0,,
John Neri,ECON201,2008,winter,4.0,1.0,,
John Neri,ECON201,2009,fall,5.0,1.0,,
John Neri,ECON201,2010,fall,4.5,2.0,,
John Neri,ECON201,2010,winter,4.0,1.0,,
John Neri,ECON201,2013,spring,2.0,1.0,2.822282608695652,368.0
John Neri,ECON201,2015,spring,1.0,1.0,,
John Neri,ECON201,2016,fall,4.0,1.0,2.587007874015748,254.0
John Neri,ECON305,2007,fall,4.0,1.0,,
John Neri,ECON305,2008,fall,1.0,1.0,,
John Neri,ECON305,2009,fall,2.5,2.0,,
John Neri,ECON305,2010,fall,3.6666666666666665,3.0,,
John Neri,ECON305,2011,fall,2.5,2.0,,
John Neri,ECON305,2011,spring,3.0,1.0,,
John Neri,ECON305,2011,summer,3.0,1.0,,
John Neri,ECON305,2012,fall,4.0,1.0,3.0844036697247708,109.0
John Neri,ECON305,2013,fall,2.0,1.0,2.7359154929577465,142.0
John Neri,ECON305,2013,spring,5.0,1.0,2.6805369127516783,149.0
John Neri,ECON305,2015,fall,2.0,2.0,2.4378378378378374,111.0
John Neri,ECON305,2016,summer,4.0,1.0,,
John Neri,ECON305,2018,winter,5.0,1.0,,
John Neri,ECON305,2019,spring,4.0,1.0,2.276760563380282,142.0
John Neri,ECON305,2020,spring,4.0,1.0,3.7189873417721513,79.0
John Neri,ECON330,2007,fall,3.0,1.0,,
John Neri,ECON330,2008,fall,5.0,1.0,,
John Neri,ECON330,2008,spring,2.0,2.0,,
John Neri,ECON330,2009,fall,4.5,2.0,,
John Neri,ECON330,2009,spring,3.0,1.0,,
John Neri,ECON330,2009,summer,2.0,1.0,,
John Neri,ECON330,2010,fall,3.0,2.0,,
John Neri,ECON330,2010,spring,5.0,1.0,,
John Neri,ECON330,2010,winter,1.0,1.0,,
John Neri,ECON330,2011,fall,3.6666666666666665,3.0,,
John Neri,ECON330,2011,spring,1.0,1.0,,
John Neri,ECON330,2011,winter,4.0,1.0,,
John Neri,ECON330,2012,fall,4.0,2.0,2.8498084291187737,261.0
John Neri,ECON330,2012,spring,5.0,3.0,2.6008888888888886,225.0
John Neri,ECON330,2012,winter,4.333333333333333,3.0,,
John Neri,ECON330,2013,fall,4.0,1.0,,
John Neri,ECON330,2013,spring,5.0,1.0,2.565425531914894,188.0
John Neri,ECON330,2014,spring,5.0,1.0,,
John Neri,ECON330,2014,summer,2.0,1.0,,
John Neri,ECON330,2015,fall,2.0,1.0,2.490322580645161,186.0
John Neri,ECON330,2015,winter,2.0,1.0,,
John Neri,ECON330,2016,fall,2.0,1.0,2.5447619047619052,210.0
John Neri,ECON330,2017,fall,5.0,1.0,2.505022831050228,219.0
John Neri,ECON330,2018,spring,2.0,1.0,2.6045,200.0
John Neri,ECON330,2018,winter,3.0,1.0,,
John Neri,ECON330,2019,spring,5.0,1.0,2.5006172839506173,162.0
John Ondov,CHEM131,2008,fall,4.0,1.0,,
John Ondov,CHEM131,2008,spring,3.0,1.0,,
John Ondov,CHEM131,2009,fall,2.0,1.0,,
John Ondov,CHEM131,2009,spring,3.0,2.0,,
John Ondov,CHEM131,2011,spring,1.6666666666666667,3.0,,
John Ondov,CHEM131,2012,spring,1.0,4.0,2.256375838926175,149.0
John Ondov,CHEM131,2013,spring,2.0,1.0,2.27032967032967,91.0
John Ondov,CHEM131,2016,fall,1.0,1.0,2.6066666666666665,300.0
John Ondov,CHEM131,2018,spring,5.0,1.0,,
John Ondov,CHEM135,2014,spring,1.0,1.0,2.315384615384615,156.0
John Ondov,CHEM135,2014,summer,2.0,1.0,,
John Ondov,CHEM135,2017,fall,2.0,1.0,2.6767567567567565,185.0
John Ondov,CHEM135,2018,fall,3.0,1.0,2.4842391304347835,184.0
John Ondov,CHEM135,2018,spring,4.5,2.0,,
John Ondov,CHEM135,2018,winter,1.0,1.0,,
John Ondov,CHEM135,2019,winter,1.0,1.0,,
John Ondov,CHEM271,2018,fall,5.0,1.0,2.717682926829268,164.0
John Ondov,CHEM271,2018,spring,5.0,3.0,2.9027586206896556,290.0
John Ondov,CHEM474,2012,spring,4.0,1.0,,
John Pease,SOCY100,2007,fall,5.0,3.0,,
John Pease,SOCY100,2008,fall,4.0,3.0,,
John Pease,SOCY100,2009,fall,4.0,1.0,,
John Pease,SOCY100,2009,spring,4.0,3.0,,
John Pease,SOCY100,2010,spring,3.6666666666666665,3.0,,
John Pease,SOCY200,2013,spring,4.0,1.0,3.021428571428572,112.0
John Pease,SOCY200,2014,summer,4.0,1.0,,
John Quah,MATH120,2020,fall,1.0,3.0,2.7444444444444445,36.0
John Quah,MATH120,2021,fall,1.0,1.0,2.607407407407407,27.0
John Quah,MATH120,2021,winter,1.0,1.0,,
John Quah,MATH120,2022,spring,3.0,1.0,,
John Quah,MATH141,2021,fall,1.0,3.0,2.373684210526316,19.0
John Rendeiro,ENGL101,2021,fall,4.5,4.0,3.7191780821917817,73.0
John Rendeiro,ENGL101,2022,fall,5.0,3.0,3.556578947368421,76.0
John Rendeiro,ENGL101,2022,spring,5.0,2.0,3.526315789473684,57.0
John Rendeiro,ENGL101,2022,winter,5.0,1.0,,
John Rendeiro,ENGL101,2023,spring,5.0,1.0,,
John Sabelhaus,ECON401,2009,fall,4.0,1.0,,
John Sabelhaus,ECON401,2009,summer,5.0,1.0,,
John Sabelhaus,ECON401,2015,fall,3.0,1.0,3.0136363636363637,22.0
John Sammarco,BMGT403,2019,spring,4.0,1.0,3.7315789473684213,38.0
John Shea,ECON201,2007,fall,3.0,3.0,,
John Shea,ECON201,2008,spring,3.0,1.0,,
John Shea,ECON201,2008,summer,4.333333333333333,3.0,,
John Shea,ECON201,2009,fall,5.0,1.0,,
John Shea,ECON201,2009,spring,5.0,2.0,,
John Shea,ECON201,2009,summer,4.5,2.0,,
John Shea,ECON201,2010,fall,5.0,1.0,,
John Shea,ECON201,2010,spring,4.0,2.0,,
John Shea,ECON201,2011,fall,3.75,4.0,,
John Shea,ECON201,2012,fall,5.0,1.0,,
John Shea,ECON201,2012,spring,2.0,1.0,3.0407310704960833,383.0
John Shea,ECON201,2012,winter,4.5,2.0,,
John Shea,ECON201,2014,fall,4.0,2.0,3.1042735042735043,234.0
John Shea,ECON201,2019,fall,4.0,1.0,3.109876543209877,243.0
John Shea,ECON201,2020,fall,4.0,1.0,3.1404444444444444,225.0
John Shea,ECON201,2021,spring,4.5,2.0,3.4289062500000003,256.0
John Shea,ECON201,2021,winter,4.5,2.0,,
John Shea,ECON201,2022,fall,4.0,1.0,3.0265822784810124,237.0
John Shea,ECON201,2022,spring,4.75,8.0,3.0405994550408724,367.0
John Shea,ECON201,2022,winter,5.0,1.0,,
John Shea,ECON330,2011,fall,5.0,1.0,,
John Tritschler,ENME361,2020,fall,5.0,1.0,,
John Wallis,ECON311,2008,fall,4.333333333333333,3.0,,
John Wallis,ECON311,2008,spring,2.0,1.0,,
John Wallis,ECON311,2010,fall,5.0,1.0,,
John Wallis,ECON311,2014,fall,3.5,2.0,2.761627906976744,172.0
John Wallis,ECON311,2015,fall,5.0,1.0,2.943502824858757,177.0
John Wallis,ECON311,2016,spring,5.0,2.0,2.7022900763358777,131.0
John Wallis,ECON311,2018,spring,3.0,1.0,2.82183908045977,174.0
John Wallis,ECON311,2019,fall,4.0,1.0,2.8875,80.0
John Wallis,ECON311,2019,spring,4.0,1.0,2.604651162790698,129.0
John Wallis,ECON311,2021,fall,5.0,1.0,3.039473684210526,76.0
John Wallis,ECON311,2022,spring,2.0,1.0,2.895348837209302,86.0
John Wallis,ECON312,2011,spring,4.0,1.0,,
John Wallis,ECON312,2012,fall,2.0,1.0,,
John Wallis,ECON412,2010,spring,5.0,1.0,,
Johnna Schmidt,EDCP619B,2014,spring,1.0,1.0,,
Johnpierre Paglione,ENMA460,2022,fall,4.0,1.0,3.5608695652173914,23.0
Johnpierre Paglione,PHYS199M,2018,spring,5.0,1.0,,
Jon Crocker,BMGT110L,2022,fall,5.0,3.0,3.607142857142857,84.0
Jon Crocker,BMGT380,2021,fall,5.0,2.0,,
Jon Crocker,BMGT380,2021,spring,5.0,1.0,3.861111111111111,54.0
Jon Sumida,HIST224,2007,fall,4.0,1.0,,
Jon Sumida,HIST224,2010,fall,5.0,2.0,,
Jon Sumida,HIST224,2010,spring,5.0,1.0,,
Jon Sumida,HIST224,2010,winter,4.0,1.0,,
Jon Sumida,HIST224,2011,fall,5.0,2.0,,
Jon Sumida,HIST224,2012,fall,3.0,2.0,3.1282051282051286,78.0
Jon Sumida,HIST224,2012,spring,5.0,1.0,,
Jon Sumida,HIST225,2008,spring,5.0,1.0,,
Jon Sumida,HIST225,2009,fall,4.0,1.0,,
Jon Sumida,HIST225,2009,spring,5.0,1.0,,
Jonathan Aberman,BMGT289E,2013,fall,4.0,1.0,3.6633333333333336,60.0
Jonathan Aberman,BMGT289E,2013,winter,1.0,1.0,,
Jonathan Aberman,BMGT495,2011,fall,5.0,2.0,,
Jonathan Aberman,BMGT495,2011,spring,5.0,1.0,,
Jonathan Allen,HIST429G,2022,spring,1.0,1.0,,
Jonathan Auerbach,ENGL313,2008,fall,4.0,1.0,,
Jonathan Auerbach,ENGL313,2010,fall,5.0,1.0,,
Jonathan Auerbach,ENGL344,2011,fall,4.0,1.0,,
Jonathan Auerbach,ENGL344,2011,spring,4.0,1.0,,
Jonathan Dinman,BSCI437,2007,fall,5.0,1.0,,
Jonathan Dinman,BSCI437,2008,fall,5.0,1.0,,
Jonathan Dinman,BSCI437,2013,fall,5.0,1.0,3.3238805970149254,67.0
Jonathan Dinman,BSCI437,2013,winter,5.0,1.0,,
Jonathan Dinman,BSCI437,2015,fall,2.0,1.0,3.3426470588235295,68.0
Jonathan Dinman,BSCI437,2017,fall,5.0,1.0,,
Jonathan England,AASP100,2008,spring,5.0,1.0,,
Jonathan England,AASP100,2009,fall,5.0,1.0,,
Jonathan England,AASP100,2010,fall,5.0,1.0,,
Jonathan England,AASP100,2012,fall,5.0,1.0,2.8359375000000004,64.0
Jonathan England,AASP100,2012,spring,5.0,1.0,3.1363636363636362,66.0
Jonathan England,AASP100,2012,winter,4.0,1.0,,
Jonathan England,AASP100,2014,winter,4.0,1.0,,
Jonathan England,AASP100,2015,spring,5.0,1.0,3.0281249999999993,64.0
Jonathan England,AASP100,2016,spring,5.0,1.0,3.1333333333333337,30.0
Jonathan England,AASP100,2018,fall,5.0,1.0,3.1171875,64.0
Jonathan England,AASP100H,2009,fall,5.0,1.0,,
Jonathan England,AASP100H,2012,spring,5.0,1.0,3.6799999999999997,5.0
Jonathan England,AASP100H,2014,spring,5.0,1.0,,
Jonathan England,AASP100H,2015,spring,5.0,1.0,,
Jonathan England,AASP100H,2019,fall,5.0,1.0,,
Jonathan England,AASP101,2008,fall,5.0,1.0,,
Jonathan England,AASP101,2009,winter,5.0,1.0,,
Jonathan England,AASP498W,2008,spring,5.0,1.0,,
Jonathan England,AASP498W,2010,spring,5.0,1.0,,
Jonathan Fernandes,MATH141,2020,fall,4.0,1.0,3.3405405405405406,111.0
Jonathan Fernandes,MATH141,2021,fall,3.32,25.0,2.7292929292929298,198.0
Jonathan Fernandes,MATH141,2022,fall,4.0,1.0,3.45625,16.0
Jonathan Fernandes,MATH141,2022,winter,2.0,1.0,,
Jonathan Fernandes,MATH141,2023,spring,4.0,1.0,,
Jonathan Fernandes,MATH461,2020,spring,5.0,3.0,3.8288659793814435,97.0
Jonathan Fernandes,STAT400,2020,fall,4.666666666666667,6.0,3.6777777777777776,261.0
Jonathan Fernandes,STAT400,2021,fall,4.5,6.0,3.7783673469387757,245.0
Jonathan Fernandes,STAT400,2021,spring,4.0,3.0,3.61930693069307,202.0
Jonathan Fernandes,STAT400,2021,summer,5.0,1.0,,
Jonathan Fernandes,STAT400,2022,spring,4.6,5.0,3.609583333333333,240.0
Jonathan Fernandes,STAT400,2022,summer,3.0,1.0,,
Jonathan Fernandes,STAT400,2022,winter,3.0,1.0,,
Jonathan Fernandes,STAT400,2023,spring,1.0,1.0,,
Jonathan Fernandes,STAT401,2022,spring,5.0,1.0,3.6543859649122803,57.0
Jonathan Fernandes,STAT410,2021,fall,5.0,1.0,3.861290322580645,31.0
Jonathan Fernandes,STAT410,2021,summer,5.0,1.0,,
Jonathan Fernandes,STAT410,2022,winter,5.0,1.0,,
Jonathan Fernandes,STAT420,2023,winter,3.0,2.0,,
Jonathan Fernandes,SURV410,2022,summer,5.0,1.0,,
Jonathan Goodson,FIRE120,2020,fall,5.0,1.0,3.8575000000000004,40.0
Jonathan Goodson,FIRE198,2020,spring,5.0,1.0,3.89375,16.0
Jonathan Katz,CMSC414,2009,fall,4.0,1.0,,
Jonathan Katz,CMSC414,2012,summer,4.0,1.0,,
Jonathan Katz,CMSC451,2020,fall,2.6666666666666665,3.0,2.9141304347826082,92.0
Jonathan Katz,CMSC451,2021,fall,4.0,3.0,2.858,150.0
Jonathan Katz,CMSC456,2012,fall,4.0,2.0,,
Jonathan Katz,CMSC456,2022,spring,5.0,1.0,,
Jonathan Kendrick,PHIL100,2022,summer,2.0,1.0,,
Jonathan Leach,COMM107,2020,fall,5.0,1.0,3.7964285714285717,56.0
Jonathan Leach,COMM107,2021,fall,5.0,2.0,3.7052631578947364,19.0
Jonathan Leach,COMM107,2022,fall,5.0,2.0,3.8368421052631576,19.0
Jonathan Mohr,PSYC200,2011,fall,4.0,1.0,,
Jonathan Mohr,PSYC200,2011,spring,5.0,2.0,,
Jonathan Resop,BIOE442,2022,fall,5.0,1.0,3.781481481481481,27.0
Jonathan Reyes,AAST233,2022,spring,4.5,2.0,,
Jonathan Reyes,ENGL101,2021,spring,5.0,1.0,,
Jonathan Reyes,ENGL101,2021,winter,5.0,1.0,,
Jonathan Rick,ENGL394,2020,fall,1.0,1.0,3.2066666666666674,15.0
Jonathan Rick,ENGL394,2021,summer,5.0,2.0,,
Jonathan Rick,ENGL394,2022,fall,5.0,1.0,3.2176470588235286,17.0
Jonathan Rick,ENGL394,2022,spring,5.0,1.0,3.1333333333333333,18.0
Jonathan Rick,ENGL394,2023,spring,5.0,1.0,,
Jonathan Rick,ENGL394,2023,winter,5.0,1.0,,
Jonathan Rosenberg,CMSC456,2013,spring,3.0,1.0,,
Jonathan Rosenberg,MATH141,2007,fall,3.3333333333333335,3.0,,
Jonathan Rosenberg,MATH141,2008,fall,3.3333333333333335,3.0,,
Jonathan Rosenberg,MATH141,2008,spring,4.0,1.0,,
Jonathan Rosenberg,MATH141,2009,spring,2.0,1.0,,
Jonathan Rosenberg,MATH141,2011,spring,2.5,2.0,,
Jonathan Rosenberg,MATH141,2012,fall,3.0,1.0,2.1194871794871797,195.0
Jonathan Rosenberg,MATH141H,2021,fall,1.0,1.0,2.7624999999999997,8.0
Jonathan Rosenberg,MATH241,2009,fall,2.1666666666666665,6.0,,
Jonathan Rosenberg,MATH241,2010,fall,2.0,6.0,,
Jonathan Rosenberg,MATH241,2011,fall,2.25,4.0,,
Jonathan Rosenberg,MATH241,2012,winter,2.0,1.0,,
Jonathan Rosenberg,MATH241,2022,fall,3.0,6.0,2.806896551724138,29.0
Jonathan Rosenberg,MATH241,2023,winter,2.0,1.0,,
Jonathan Rosenberg,MATH241H,2018,fall,5.0,1.0,3.075,28.0
Jonathan Rosenberg,MATH241H,2022,fall,1.0,1.0,,
Jonathan Rosenberg,MATH246,2021,winter,3.0,1.0,,
Jonathan Rosenberg,MATH406,2018,winter,2.0,1.0,,
Jonathan Rosenberg,MATH603,2019,spring,5.0,1.0,3.78,10.0
Jonathan Simon,ENEE222,2014,spring,3.5,2.0,3.2092592592592593,54.0
Jonathan Simon,ENEE222,2015,spring,1.0,1.0,2.735897435897436,39.0
Jonathan Simon,ENEE322,2007,fall,5.0,1.0,,
Jonathan Simon,ENEE322,2018,fall,5.0,1.0,,
Jonelle Walker,THET285,2019,spring,5.0,1.0,3.8000000000000003,26.0
Jonelle Walker,THET285,2019,summer,2.0,1.0,,
Jongmin Park,ENCE305,2020,fall,4.0,1.0,2.865789473684211,38.0
Jordan Boyd-Graber,CMSC470,2021,fall,5.0,1.0,3.674468085106382,47.0
Jordan Boyd-Graber Ying,CMSC470,2022,winter,1.0,1.0,,
Jordan Boyd-Graber Ying,CMSC726,2017,fall,4.0,1.0,3.710526315789473,57.0
Jordan Ealey,THET294,2020,spring,5.0,1.0,3.9,10.0
Jordan Ealey,THET294,2020,summer,5.0,1.0,,
Jordan Ealey,THET294,2023,spring,5.0,1.0,,
Jordan Goodman,PHYS105,2011,fall,5.0,1.0,,
Jordan Goodman,PHYS105,2013,spring,5.0,1.0,3.02,35.0
Jordan Goodman,PHYS105,2022,fall,3.0,1.0,3.477272727272727,22.0
Jordan Goodman,PHYS106,2008,fall,5.0,1.0,,
Jordan Goodman,PHYS106,2009,spring,5.0,1.0,,
Jordan Goodman,PHYS106,2011,spring,1.0,1.0,,
Jorge Bayas,SPAN103,2022,fall,5.0,1.0,3.5619047619047617,21.0
Jorge Bayas,SPAN203,2022,spring,4.0,1.0,3.239130434782609,23.0
Jorge Holzer Bilbao,AREC200,2017,fall,5.0,1.0,3.4941176470588236,34.0
Jorge Holzer Bilbao,AREC200,2020,spring,5.0,1.0,,
Jose Aranda-Espinoza,BIOE121,2008,fall,5.0,1.0,,
Jose Aranda-Espinoza,BIOE121,2011,fall,1.0,1.0,,
Jose Aranda-Espinoza,BIOE232,2020,fall,4.0,1.0,3.1977272727272723,44.0
Jose Aranda-Espinoza,BIOE232,2021,spring,1.0,2.0,,
Jose Aranda-Espinoza,BIOE332,2016,spring,1.0,3.0,2.527710843373494,83.0
Jose Aranda-Espinoza,BIOE371,2019,spring,1.0,3.0,2.5367346938775515,49.0
Jose Aranda-Espinoza,BIOE371,2021,fall,4.5,2.0,3.2710526315789474,38.0
Jose Aranda-Espinoza,BIOE371,2022,spring,2.3333333333333335,3.0,3.082758620689655,58.0
Jose Aranda-Espinoza,BIOE371,2023,spring,2.0,1.0,,
Jose Aranda-Espinoza,BIOE689M,2011,spring,1.0,1.0,,
Jose Calderon,CMSC216,2021,fall,5.0,9.0,2.8728280961182993,541.0
Jose Calderon,CMSC216,2022,fall,5.0,1.0,,
Jose Calderon,CMSC216,2022,spring,4.0,2.0,,
Jose Calderon,CMSC216,2022,winter,4.5,2.0,,
