name,course,slug,average_rating,num_ratings
EDWARD SUMMERS,INST326,summers_edward,5.0,3.0
EFRAIN RODRIGUEZ,CHEM146,rodriguez_efrain,5.0,2.0
EFRAIN RODRIGUEZ,CHEM271,rodriguez_efrain,2.75,4.0
ELEONORA TUBALDI,ENME645,tubaldi,5.0,1.0
ELEONORA TUBALDI,ENME361,tubaldi,1.0,1.0
ELIAS GONZALEZ,CMSC125,gonzalez_elias,5.0,1.0
ELIAS GONZALEZ,CMSC131,gonzalez_elias,4.833333333333333,12.0
ELIAS GONZALEZ,CMSC132,gonzalez_elias,2.0,1.0
ELIAS GONZALEZ,CMSC320,gonzalez_elias,5.0,1.0
ELIAS GONZALEZ,CMSC389N,gonzalez_elias,5.0,2.0
ELIAS GONZALEZ,CMSC395,gonzalez_elias,5.0,3.0
ELIE ASHERY,BMGT484,ashery,4.0,2.0
ELINDA KISS,BMGT340,kiss,3.4,5.0
ELINDA KISS,BMGT440,kiss,5.0,1.0
ELINDA KISS,BMGT445,kiss,4.0,9.0
ELISA GIRONZETTI,SPAN422,gironzetti,2.5,2.0
ELISABETH MARING,FMSC110S,maring,5.0,1.0
ELISABETH MARING,FMSC332,maring,3.0,1.0
ELISABETH SMELA,ENME382,smela,5.0,1.0
ELISABETH SMELA,ENME351,smela,1.8333333333333333,6.0
ELISE RESNICK,FMSC260,resnick,5.0,1.0
ELIZA KEMPTON,ASTR101,kempton,3.5,4.0
ELIZA THOMPSON,HESP400,thompson_eliza,1.0,2.0
ELIZA THOMPSON,HESP415,thompson_eliza,5.0,1.0
ELIZABETH BENTON,ENGL101,benton,3.0,1.0
ELIZABETH BONSIGNORE,INST201,bonsignore,3.5,2.0
ELIZABETH BONSIGNORE,INST362,bonsignore,5.0,1.0
ELIZABETH BROWN,KNES350,brown_elizabeth,5.0,6.0
ELIZABETH BROWN,KNES451,brown_elizabeth,5.0,2.0
ELIZABETH CATCHMARK,AASP298L,catchmark,5.0,1.0
ELIZABETH CATCHMARK,ENGL255,catchmark,5.0,2.0
ELIZABETH CATCHMARK,ENGL296,catchmark,4.0,2.0
ELIZABETH CONNER,RELS289M,conner,1.0,1.0
ELIZABETH CONNER,HIST324,conner,5.0,1.0
ELIZABETH CONNER,HIST326,conner,2.0,1.0
ELIZABETH CONNER,HIST110,conner,2.5,2.0
ELIZABETH CONNER,HIST320,conner,1.0,1.0
ELIZABETH FIXSEN,ENGL101H,fixsen,3.0,1.0
ELIZABETH FIXSEN,ENGL391,fixsen,1.0,1.0
ELIZABETH GRIFFITH,CHEM134,griffith,4.0,1.0
ELIZABETH GRIFFITH,CHEM135,griffith,4.625,48.0
ELIZABETH GRIFFITH,CHEM177,griffith,3.1666666666666665,12.0
ELIZABETH GRIFFITH,CHEM271,griffith,2.6666666666666665,3.0
ELIZABETH GRIFFITH,CHEM481,griffith,1.0,1.0
ELIZABETH KATT,ARTT110,katt,5.0,1.0
ELIZABETH MARTINEZ,EDSP376,martinez_elizabeth,1.0,1.0
ELIZABETH MARTINEZ,EDSP476,martinez_elizabeth,3.0,1.0
ELIZABETH MCCLURE,ENGL393,mcclure_elizabeth,1.0,3.0
ELIZABETH MCCLURE,ENGL101H,mcclure_elizabeth,2.0,2.0
ELIZABETH MCCLURE,ENGL265,mcclure_elizabeth,1.0,1.0
ELIZABETH MCCLURE,ENGL394,mcclure_elizabeth,1.0,3.0
ELIZABETH NONEMAKER,ENGL101,nonemaker,5.0,1.0
ELIZABETH PETRUSIC,ARCH170,petrusic,5.0,1.0
ELIZABETH PHIPPS,COMM107,phipps,5.0,1.0
ELIZABETH PICCIUTO,PHIL233,picciuto,4.0,1.0
ELIZABETH ROBERTSON-TCHABO,EDHD400,robertson-tchabo,4.6,5.0
ELLEN BLUMNER,ENGL394,blumner,1.0,6.0
ELLEN LAU,LING440,lau_ellen,4.5,2.0
ELLIOT BERGER,ENGL393,berger_elliot,3.75,4.0
ELSA BROWN,HIST329E,barkley_brown,2.0,1.0
EMANUEL ZUR,BMGT310,zur,5.0,1.0
EMILEE DURAND,ENGL101,durand,4.0,4.0
EMILEE DURAND,ENGL255,durand,5.0,1.0
EMILEE DURAND,ENGL256,durand,5.0,2.0
EMILEE DURAND,ENGL265,durand,5.0,1.0
EMILY BRUNS,BSCI477,bruns_emily,5.0,1.0
EMILY BRUNS,BSCI160,bruns_emily,5.0,4.0
EMILY CONOVER,ARTT428,conover,5.0,2.0
EMILY CONOVER,ARTT418B,conover,5.0,1.0
EMILY CONOVER,ARTT320,conover,5.0,2.0
EMILY EGAN,ARTH200,egan_emily,5.0,8.0
EMILY KAPLITZ,CMSC250,kaplitz,5.0,4.0
EMILY KAPLITZ,CMSC250H,kaplitz,5.0,2.0
EMILY LORD,MLSC250,lord_emily,5.0,1.0
EMILY LYONS,ENGL101,lyons_emily,3.857142857142857,7.0
EMILY LYONS,ENGL101H,lyons_emily,1.5,2.0
EMILY MITCHELL,ENGL498,mitchell_emily,3.0,1.0
ENI BABALLARI,ENST200,baballari,2.5,2.0
EOIN MACKALL,MATH120,mackall,4.0,1.0
EOIN MACKALL,MATH140,mackall,3.909090909090909,22.0
EOIN MACKALL,MATH141,mackall,3.0,1.0
EOIN MACKALL,MATH240,mackall,5.0,2.0
ERAN EADS,THET110,eads_eran,5.0,1.0
ERIC DUNNING,INAG110,dunning,4.857142857142857,7.0
ERIC HAAG,BSCI430,haag,2.0,1.0
ERIC HAAG,BSCI207,haag,2.2222222222222223,9.0
ERIC HAMILTON,MATH111,hamilton_eric,4.75,4.0
ERIC HAMILTON,MATH140,hamilton_eric,5.0,1.0
ERIC LUEDTKE,PLCY100,luedtke,5.0,5.0
ERIC LUEDTKE,PLCY201,luedtke,5.0,2.0
ERIC LUEDTKE,PLCY302,luedtke,5.0,1.0
ERIC NEWBURGER,INST314,newburger,2.8,5.0
ERIC NEWBURGER,INST462,newburger,4.5,2.0
ERIC PACUIT,PHIL309P,pacuit,5.0,2.0
ERIC PACUIT,PHPE400,pacuit,4.333333333333333,3.0
ERIC SCHOUTE,EDHD306,schoute,5.0,2.0
ERIC SLUD,STAT650,slud,5.0,1.0
ERIC SLUD,STAT700,slud,3.0,1.0
ERIC USLANER,GVPT473,uslaner,3.0,1.0
ERIC USLANER,GVPT479P,uslaner,1.0,1.0
ERIC USLANER,GVPT423,uslaner,1.5,2.0
ERIC WISH,HONR348M,wish_eric,3.4,5.0
ERIC WISH,BSOS201,wish_eric,2.5625,16.0
ERIC WISH,BSOS289I,wish_eric,5.0,1.0
ERIC ZAKIM,ENGL245,zakim,1.75,4.0
ERIC ZAKIM,ISRL329B,zakim,2.5,2.0
ERICA CEFALO,FREN204,cefalo,5.0,1.0
ERICA CEFALO,FREN301,cefalo,5.0,1.0
ERICA COCHRAN,ENGL101,cochran,5.0,2.0
ERICA COCHRAN,ENGL394,cochran,2.0,1.0
ERICH STUDER-ELLIS,BMGT230,studer-ellis,4.419354838709677,31.0
ERICH STUDER-ELLIS,BMGT230B,studer-ellis,4.375,24.0
ERIK LICHTENBERG,AREC453,lichtenberg,4.0,1.0
ERIN CALLAHAN,EDCP108I,callahan_erin,5.0,2.0
ERIN GREEN,ENGL101,green_erin,5.0,2.0
ERIN GREEN,ENGL393,green_erin,5.0,1.0
ERIN MOODY,ECON181,moody,5.0,5.0
ERIN MOODY,ECON200,moody,3.2222222222222223,18.0
ERIN MOSELY,HIST319F,mosely,4.0,1.0
ERIN MOSELY,HIST123,mosely,4.0,1.0
ERIN SOHR,PHYS260,sohr_erin,3.6666666666666665,3.0
ERIN THOMSON,CPSD101,thomson,5.0,1.0
ERIN THOMSON,CPSD200,thomson,5.0,1.0
ERIN TRAN,BSCI223,tran_erin,3.5,6.0
ERKUT OZBAY,ECON327,ozbay_erkut,3.6666666666666665,3.0
ETHAN KAPLAN,ECON175,kaplan_ethan,5.0,1.0
ETHAN KAPLAN,ECON422,kaplan_ethan,4.0,4.0
ETSUKO YAMAKITA,JAPN201,yamakita,4.0,2.0
ETSUKO YAMAKITA,JAPN202,yamakita,3.0,1.0
EUGENE CANTOR,BMGT323,cantor_eugene,5.0,1.0
EUGENE CANTOR,BMGT417,cantor_eugene,5.0,5.0
EUGENE CANTOR,BMGT210,cantor_eugene,4.5,2.0
EUGENE CANTOR,BMGT220,cantor_eugene,5.0,1.0
EUGENE ROBINSON,ENGL379V,robinson_eugene,3.0,1.0
EUGENE ROBINSON,ENGL329Y,robinson_eugene,5.0,1.0
EUGENIA LAO,LATN101,lao,1.0,1.0
EUNHEE LEE,ECON443,lee_eunhee,2.0,1.0
EVAN GOLUB,CMSC131,golub,2.375,16.0
EVAN GOLUB,CMSC250,golub,1.5,2.0
EVAN GOLUB,CMSC351,golub,2.526315789473684,19.0
EVAN GOLUB,CMSC434,golub,2.3529411764705883,17.0
EVAN GOLUB,HDCC106,golub,4.0,1.0
EVAN GOLUB,IMDM127,golub,3.0,1.0
EVAN STARR,BMGT495,starr_evan,5.0,1.0
EVELYN CANABAL-TORRES,SPAN203,canabal-torres,4.666666666666667,3.0
EVELYN CANABAL-TORRES,SPAN307,canabal-torres,5.0,2.0
EVELYN CANABAL-TORRES,SPAN371,canabal-torres,5.0,1.0
EVELYN KING-MARSHALL,HLTH366,king-marshall,2.0,1.0
EYAD ABED,ENEE463,abed,5.0,1.0
EYAD ABED,ENEE460,abed,4.0,1.0
EYAD ABED,ENEE324,abed,4.0,1.0
EYAD ABED,ENEE322,abed,4.333333333333333,3.0
EYDA MEREDIZ,SPAN361,merediz,3.6666666666666665,3.0
FABIAN FACCIO,INST201,faccio,5.0,2.0
FABIAN FACCIO,SPAN207,faccio,5.0,1.0
FABIAN FACCIO,SPAN315,faccio,4.5,2.0
FABRIZIO CARIANI,PHIL478,cariani,3.5,2.0
FAITH OTCHERE,COMM107,otchere,4.5,2.0
FANGFANG MA,BMGT452,ma_fangfang,5.0,1.0
FATIMA QUANDER,THET325,quander,5.0,1.0
FATIMA TAHA,ENGL101,taha,5.0,1.0
FATIMA TAHA,ENGL101H,taha,5.0,1.0
FAWZI EMAD,CMSC132H,emad_fawzi,5.0,1.0
FAWZI EMAD,CMSC132,emad_fawzi,3.6666666666666665,39.0
FAWZI EMAD,CMSC250,emad_fawzi,5.0,5.0
FAWZI EMAD,CMSC122,emad_fawzi,4.5,10.0
FAWZI EMAD,CMSC131,emad_fawzi,4.53030303030303,66.0
FEDERICA DEIGAN,ITAL103,deigan,4.777777777777778,9.0
FEDERICA DEIGAN,ITAL203,deigan,5.0,2.0
FELICIA LOW,UNIV100,low_felicia,1.0,1.0
FERNANDO RIOS,MUSC210,rios_fernando,3.7777777777777777,9.0
FIELDING MONTGOMERY,COMM107,montgomery_fielding,5.0,3.0
FIELDING MONTGOMERY,COMM130,montgomery_fielding,5.0,2.0
FIELDING MONTGOMERY,COMM230,montgomery_fielding,5.0,1.0
FLORIAN GAWEHNS,GVPT170,gawehns_florian,5.0,2.0
FOON SHAM,ARTT200,sham_foon,5.0,1.0
FOON SHAM,ARTT333,sham_foon,5.0,1.0
FRANCES GULICK,STAT400,gulick_frances,1.0,2.0
FRANCES GULICK,MATH470,gulick_frances,5.0,1.0
FRANCES GULICK,MATH241H,gulick_frances,1.0,1.0
FRANCES GULICK,MATH430,gulick_frances,1.5,2.0
FRANCES GULICK,MATH140,gulick_frances,2.32,25.0
FRANCES GULICK,MATH115,gulick_frances,1.4285714285714286,7.0
FRANCES GULICK,MATH141,gulick_frances,2.0714285714285716,14.0
FRANCES LEE,GVPT473,lee_frances,4.5,2.0
FRANCIS ALT,BMGT230,alt_francis,4.166666666666667,6.0
FRANCIS ALT,BMGT430,alt_francis,3.0,3.0
FRANCIS ALT,BMGT487,alt_francis,2.0,1.0
FRANCISCO BARRENECHEA,LACS234,barrenechea,5.0,1.0
FRANCISCO BARRENECHEA,CLAS275,barrenechea,4.2,5.0
FRANCISCO HERRERA,MATH246H,herrera_arana_francisco,4.166666666666667,6.0
FRANCISCO HERRERA,MATH240,herrera_arana_francisco,3.0,3.0
FRANCK NJEUNJE,MATH120,njeunje,2.5,4.0
FRANK WHITE,ENCE200,white_frank,4.0,4.0
FREDERICK KHACHIK,CHEM241,khachik,3.5,6.0
FREDERICK KHACHIK,CHEM231,khachik,3.0416666666666665,48.0
FREDERICK KHACHIK,CHEM232,khachik,4.0,1.0
FREDERICK WELLSTOOD,PHYS261,wellstood,4.0,1.0
FREDERICK WELLSTOOD,PHYS260H,wellstood,4.0,1.0
FREDERICK WELLSTOOD,PHYS260,wellstood,4.857142857142857,7.0
FREDERICK WELLSTOOD,PHYS161,wellstood,3.857142857142857,7.0
FURONG HUANG,CMSC422,huang_furong,3.5,4.0
FUSHUAI JIANG,MATH240,jiang,5.0,1.0
GABY HERNANDEZ,UNIV108,hernandez_gaby,5.0,1.0
GAIL UPCHURCH,ENGL101,upchurch,5.0,1.0
GAIL UPCHURCH,ENGL101S,upchurch,5.0,2.0
GANESH SRIRAM,BIOE120,sriram,3.6666666666666665,9.0
GANESH SRIRAM,CHBE333,sriram,1.0,1.0
GANESH SRIRAM,CHBE444,sriram,3.0,2.0
GANG QU,ENEE140,qu,3.5555555555555554,9.0
GANG QU,ENEE150,qu,3.5,2.0
GANG QU,ENEE244,qu,2.5,4.0
GANG QU,ENEE459B,qu,3.0,1.0
GAREGIN PAPOIAN,CHEM131S,papoian,2.0,1.0
GAREGIN PAPOIAN,CHEM131,papoian,2.8333333333333335,6.0
GARETH WILLIAMS,COMM107,williams_gareth,5.0,1.0
GARETH WILLIAMS,COMM488I,williams_gareth,4.5,2.0
GARRETT VANHOY,CMSC435,vanhoy,5.0,3.0
GARTH LIBHART,ENGL394,libhart,5.0,1.0
GARY BULMASH,BMGT311,bulmash,5.0,1.0
GARY BULMASH,BMGT220,bulmash,4.5,4.0
GARY BULMASH,BMGT220H,bulmash,5.0,1.0
GARY BULMASH,BMGT221,bulmash,4.833333333333333,6.0
GARY BULMASH,BMGT313,bulmash,5.0,1.0
GARY BULMASH,BMGT321,bulmash,5.0,1.0
GARY BULMASH,BMGT410,bulmash,5.0,2.0
GARY COHEN,BMGT392,cohen_gary,5.0,1.0
GARY COHEN,BMGT477,cohen_gary,4.0,4.0
GARY COHEN,BMGT110,cohen_gary,2.0,1.0
GARY COHEN,BMGT110F,cohen_gary,4.0,2.0
GARY PERTMER,ENES102H,pertmer,4.833333333333333,6.0
GARY PERTMER,ENES102,pertmer,4.461538461538462,13.0
GEMIRALD DAUS,AAST498Q,daus,1.0,1.0
GEOFFREY MILSOM,BMGT372,milsom,4.0,1.0
GEORGE BEAN,BSCI493,bean_george,5.0,1.0
GEORGE DIETER,ENME489G,dieter,4.0,1.0
GEORGE DIETER,ENME489Q,dieter,3.0,1.0
GEORGE HAMBRECHT,ANTH242,hambrecht,4.5,4.0
GEORGE KINTIBA,AASP100H,kintiba,1.0,1.0
GEORGE KINTIBA,AASP200,kintiba,3.3333333333333335,9.0
GEORGE KURTZWEIL,INAG110,kurtzweil,5.0,14.0
GEORGE KURTZWEIL,INAG110S,kurtzweil,5.0,1.0
GEORGE LORIMER,BCHM462,lorimer,2.5555555555555554,9.0
GEORGE SYRMOS,ENES100,syrmos,3.3333333333333335,3.0
GEORGES REY,PHIL309B,rey_georges,1.0,1.0
GEORGES REY,PHIL366,rey_georges,5.0,1.0
GEORGES REY,PHIL308T,rey_georges,3.0,1.0
GERALD BORGIA,BSCI106,borgia,1.4545454545454546,11.0
GERALD BORGIA,BSCI106C,borgia,3.0,1.0
GERALD BORGIA,BSCI338R,borgia,2.0,1.0
GERALD BORGIA,BSCI360,borgia,2.0,2.0
GERALD SUAREZ,BMGT289A,suarez_gerald,3.0,3.0
GERALD SUAREZ,HONR258E,suarez_gerald,4.666666666666667,3.0
GERALD WILKINSON,BSCI360,wilkinson,1.0,1.0
GERARD EVANS,PLCY313,evans_gerard,3.8,5.0
GERARD EVANS,PUAF313,evans_gerard,1.0,2.0
GERARD HOLMES,ENGL101,holmes,4.0,1.0
GERARD HOLMES,ENGL222,holmes,5.0,1.0
GERARD KUNKEL,MUSC106,kunkel,4.666666666666667,3.0
GERARD PASSANNANTE,ENGL289I,passannante,5.0,1.0
GERARD PASSANNANTE,ENGL120,passannante,5.0,1.0
GERRY STRUMPF,COMM107,strumpf,5.0,5.0
GIDEON MARK,BMGT380,mark_gideon,4.714285714285714,7.0
GILBERT STEWART,AMSC460,stewart_gilbert,1.0,1.0
GILLIAN FELTON,AOSC201,felton_gillian,5.0,2.0
GILMER BLANKENSHIP,ENEE222,blankenship,2.4285714285714284,7.0
GILMER BLANKENSHIP,ENEE322,blankenship,3.4,5.0
GILMER BLANKENSHIP,ENEE660,blankenship,4.0,1.0
GINETTE ELDREDGE,SPAN316,eldredge,4.0,1.0
GINETTE ELDREDGE,SPAN361,eldredge,2.0,2.0
GINGER JIN,ECON326,jin_ginger,5.0,1.0
GIOVANNI FORNI,MATH130,forni,4.0,1.0
GIOVANNI FORNI,MATH220,forni,1.0,3.0
GIOVANNI FORNI,MATH405,forni,4.0,1.0
GIOVANNI FORNI,MATH411,forni,3.0,3.0
GIOVANNI FORNI,STAT400,forni,1.375,8.0
GIULIANO SCARCELLI,BIOE232,scarcelli,4.2,5.0
GIULIANO SCARCELLI,BIOE372,scarcelli,1.0,2.0
GLENN RAHMOELLER,HONR288L,rahmoeller,3.6,5.0
GNIESHA DINWIDDIE,AASP101,dinwiddie,1.75,4.0
GORJAN ALAGIC,CMSC456,alagic,3.0,1.0
GOSIA BASIT,BMGT362,basit,1.6,5.0
GOSIA BASIT,BMGT363,basit,2.0,1.0
GOSIA BASIT,BMGT364,basit,2.5,6.0
GOSIA LANGA,BMGT364,langa,3.3333333333333335,3.0
GOSIA LANGA,BMGT463,langa,3.0,2.0
GOSIA LANGA,BMGT495,langa,1.0,3.0
GOTTLIEB OEHRLEIN,ENMA201,oehrlein,3.0,1.0
GRACE DEMING,ASTR101,deming_grace,3.625,16.0
GRACE KWON,ENGL101S,kwon,1.25,4.0
GRANT MCKENZIE,GEOG376,mckenzie,5.0,1.0
GREG MIDGETTE,CCJS200,midgette,2.3333333333333335,9.0
GREG MIDGETTE,CCJS352,midgette,5.0,1.0
GREGG DUNCAN,BIOE331,duncan_gregg,5.0,1.0
GREGORY BAECHER,ENCE100,baecher,4.0,1.0
GREGORY BUCHER,LATN201,bucher,5.0,1.0
GREGORY BUCHER,HONR229R,bucher,4.5,2.0
GREGORY MARR,BMGT363,marr_gregory,1.0,1.0
GREGORY MARR,BMGT364,marr_gregory,4.75,4.0
GREGORY MARR,BMGT364M,marr_gregory,1.0,2.0
GREGORY RAMSAY,PLCY101,ramsay_gregory,4.5,2.0
GREGORY SHAFFER,UNIV100,shaffer_gregory,5.0,2.0
GREGORY STALEY,CLAS170,staley,4.7272727272727275,11.0
GREGORY STALEY,CLAS289A,staley,4.0,2.0
GREGORY STALEY,HHUM105,staley,5.0,2.0
GREGORY SULLIVAN,PHYS165,sullivan_gregory,5.0,1.0
GUANGMING ZHANG,ENME414,zhang_guangming,4.666666666666667,3.0
GUANGMING ZHANG,ENME470,zhang_guangming,5.0,2.0
GUANGYU XI,STAT400,xi,2.2,5.0
GUANGYU XI,MATH241H,xi,2.0,1.0
GUANGYU XI,MATH424,xi,5.0,2.0
GUILING HU,CHIN102,hu_guiling,5.0,1.0
GUODONG GAO,BMGT301,gao_guodong,3.6666666666666665,6.0
HAE-LYENG KIM,BMGT364,kim_hae-lyeng,5.0,1.0
HAILU GEBREMARIAM,PHYS161,gebremariam,2.9375,16.0
HAILU GEBREMARIAM,PHYS260,gebremariam,3.0714285714285716,14.0
HAILU GEBREMARIAM,PHYS270,gebremariam,3.0833333333333335,12.0
HAILU GEBREMARIAM,PHYS273,gebremariam,5.0,1.0
HAIZHAO YANG,MATH401,yang_haizhao,4.0,2.0
HAL DAUME,CMSC422,daume,2.0,1.0
HALLI WEINER,HNUH288Z,weiner_halli,5.0,1.0
HALLIE LIBERTO,HNUH268A,liberto,4.0,2.0
HALLIE LIBERTO,PHIL140,liberto,2.625,8.0
HALLIE LIBERTO,PHIL338D,liberto,5.0,1.0
HALUK UNAL,BUFN732,unal,2.0,2.0
HAMID AL-SAQBAN,STAT400,saqban_al_hamid,3.5,2.0
HAMIL HARRIS,JOUR130,harris_hamil,5.0,1.0
HANAN SAMET,CMSC420,samet,1.5454545454545454,11.0
HANNA LEE,BMGT313,lee_hanna,4.5,2.0
HANNAH HOGANSON,MATH120,hoganson_hannah,5.0,1.0
HANNAH HOGANSON,MATH246,hoganson_hannah,5.0,1.0
HANS LEMKE,BSCI161,lemke,3.7142857142857144,7.0
HARJIT BHOGAL,PHIL250,bhogal,5.0,3.0
HARJIT BHOGAL,PHPE402,bhogal,5.0,1.0
HARRY TAMVAKIS,MATH404,tamvakis,4.0,1.0
HARRY TAMVAKIS,MATH405,tamvakis,3.6666666666666665,3.0
HARRY TAMVAKIS,MATH406,tamvakis,4.0,1.0
HARRY TAMVAKIS,MATH432,tamvakis,4.0,1.0
HASSAN IBRAHIM,BMGT301,ibrahim_hassan,4.0,1.0
HASSAN IBRAHIM,BMGT403,ibrahim_hassan,4.5,4.0
HASSAN IBRAHIM,BMGT407,ibrahim_hassan,2.3333333333333335,3.0
HASSAN IBRAHIM,BMGT485,ibrahim_hassan,4.0,1.0
HATICE SAHINOGLU,STAT464,sahinoglu,3.0,2.0
HATICE SAHINOGLU,STAT430,sahinoglu,2.0,2.0
HATICE SAHINOGLU,STAT400,sahinoglu,2.066666666666667,15.0
HATICE SAHINOGLU,MATH141,sahinoglu,1.4444444444444444,18.0
HATICE SAHINOGLU,STAT401,sahinoglu,3.3333333333333335,3.0
HAZEL ROJAS,JOUR175,rojas,1.0,2.0
HAZIM ABDULLAH-SMITH,AMST203,abdullah-smith,1.0,4.0
HEATHER DELPINO,PSYC100,delpino,4.5,2.0
HEATHER DELPINO,PSYC234,delpino,4.25,4.0
HEATHER DELPINO,PSYC353,delpino,2.0,1.0
HEATHER MCHALE,ENGL101,mchale,4.5,2.0
HEATHER TIENSON-TSENG,BCHM463,tienson-tseng,2.5,4.0
HEATHER TIENSON-TSENG,CHEM131,tienson-tseng,1.2916666666666667,24.0
HEATHER TIENSON-TSENG,CHEM131S,tienson-tseng,2.0,2.0
HEATHER-ERIN BREMENSTUHL,CPSA200,bremenstuhl,1.5,2.0
HEATHER-ERIN BREMENSTUHL,CPSA100,bremenstuhl,1.5,2.0
HECTOR BRAVO,CMSC320,corrada_bravo,2.0,2.0
HEE-JUNG SONG,NFSC220,song_hee-jung,4.0,1.0
HEE-JUNG SONG,NFSC100H,song_hee-jung,1.0,1.0
HEIDI SCOTT,HNUH248X,scott_heidi,5.0,4.0
HENRY BOYD,BMGT350,boyd_henry,3.3076923076923075,26.0
HERMAN SINTIM,CHEM241,sintim,3.2857142857142856,14.0
HERMAN SINTIM,CHEM247,sintim,5.0,1.0
HERMAN SINTIM,CHEM460,sintim,1.0,1.0
HERVE CAMPANGNE,FREN302,campangne,5.0,1.0
HERVE CAMPANGNE,FREN303,campangne,5.0,1.0
HERVE FRANCESCHI,CMSC216,franceschi_herve,3.888888888888889,9.0
HERVE FRANCESCHI,CMSC351,franceschi_herve,3.875,8.0
HEVEN SZE,BSCI442,sze,2.0,2.0
HEYRIM CHO,MATH135,cho_heyrim,2.0,2.0
HILAF HASSON,MATH340,hasson,3.0,1.0
HOLLY BREWER,HIST289L,brewer_holly,1.0,1.0
HOLLY BREWER,HIST200,brewer_holly,1.4,5.0
HOLLY BREWER,HIST353,brewer_holly,2.5,2.0
HOLLY SMITH,ENGL394,smith_holly,5.0,1.0
HONGYI ZHANG,BMGT476,zhang_hongyi,2.0,1.0
HOSAM FATHY,ENME351,fathy,2.0,2.0
HOSAM FATHY,ENME361,fathy,5.0,4.0
HOSSEIN ABBASI,ECON185,abbasi,5.0,1.0
HOSSEIN ABBASI,ECON200,abbasi,4.035714285714286,28.0
HOSSEIN ABBASI,ECON424,abbasi,5.0,3.0
HOUNG LI,ENCE310,li_houng,1.0,1.0
HOUNG LI,ENPM808N,li_houng,5.0,1.0
HOWARD ELMAN,AMSC660,elman_howard,5.0,1.0
HOWARD ELMAN,CMSC660,elman_howard,4.0,1.0
HOWARD LEATHERS,AREC365,leathers_howard,3.6666666666666665,9.0
HOWARD LEATHERS,AREC433,leathers_howard,4.0,2.0
HOWARD MILCHBERG,PHYS270,milchberg,5.0,2.0
HOWARD SMEAD,HONR238R,smead,5.0,1.0
HOWARD SMEAD,HONR348J,smead,5.0,1.0
HOWARD SMEAD,HIST289V,smead,5.0,2.0
HOWARD SMEAD,HIST357,smead,4.0,2.0
HOWARD SMEAD,HIST266,smead,5.0,2.0
HOWARD SMEAD,HIST201,smead,4.5625,16.0
HOWARD SMEAD,HIST200,smead,4.0,1.0
HUBERT MONTAS,BIOE241,montas,4.6,5.0
HUGH TURNER,BMGT110,turner_hugh,4.0,2.0
HUGH TURNER,BMGT110F,turner_hugh,4.166666666666667,12.0
HUGH TURNER,BMGT298F,turner_hugh,5.0,1.0
HUGH TURNER,BMGT372,turner_hugh,5.0,1.0
HUGH TURNER,BMGT372M,turner_hugh,4.0,1.0
HUMBERTO CORONADO,BMGT372,coronado,3.6666666666666665,3.0
HUSSAIN IBDAH,MATH136,ibdah,2.0,3.0
HUSSAIN IBDAH,MATH141,ibdah,2.2142857142857144,14.0
HUSSAIN IBDAH,MATH141H,ibdah,4.0,1.0
HUY NGUYEN,MATH411,nguyen_huy,5.0,5.0
HUY NGUYEN,MATH630,nguyen_huy,5.0,1.0
I SUADIN,MUSC629G,suadin,5.0,1.0
I SUADIN,MUSC129G,suadin,5.0,1.0
IAN APPELBAUM,PHYS402,appelbaum,1.0,1.0
IAN WARD,GVPT241,ward_ian,2.3333333333333335,3.0
IAN WARD,GVPT289F,ward_ian,3.0,2.0
IAN WARD,GVPT449C,ward_ian,4.333333333333333,3.0
IBRAHIM ADES,BSCI330,ades_ibrahim,4.366666666666666,30.0
IBRAHIM ADES,BSCI433,ades_ibrahim,3.6,5.0
IBRAHIM KARGBO,AASP200,kargbo,5.0,4.0
ICENEY WILLIAMS,UNIV108,williams_iceney,1.0,2.0
ICHIRO TAKEUCHI,ENMA460,takeuchi,4.0,1.0
IDA MEFTAHI,PERS283,meftahi,5.0,1.0
IDIL YAVEROGLU,BMGT350,yaveroglu,4.4,5.0
IDIL YAVEROGLU,BMGT355,yaveroglu,5.0,1.0
ILAI SALTZMAN,GVPT368D,saltzman,5.0,5.0
ILAI SALTZMAN,GVPT368P,saltzman,5.0,1.0
ILCHUL YOON,CMSC411,yoon_ilchul,2.1666666666666665,12.0
ILCHUL YOON,CMSC389N,yoon_ilchul,2.3,10.0
ILCHUL YOON,CMSC131,yoon_ilchul,3.764705882352941,17.0
ILCHUL YOON,CMSC122,yoon_ilchul,3.0,1.0
ILCHUL YOON,CMSC216,yoon_ilchul,1.75,36.0
INGRID SATELMAJER,HHUM205,satelmajer,4.5,4.0
INGRID SATELMAJER,HONR208P,satelmajer,5.0,1.0
INGRID SATELMAJER,HONR239B,satelmajer,4.6,5.0
INGRID SATELMAJER,HONR248J,satelmajer,4.5,2.0
INNA HARDMAN,RUSS101,hardman,5.0,2.0
IQBAL HAMZA,ANSC327,hamza,4.75,4.0
IRA CHINOY,JOUR200,chinoy,5.0,3.0
IRA CHINOY,JOUR200U,chinoy,5.0,1.0
IRWIN MORRIS,GVPT475,morris_irwin,4.0,1.0
ISAAK MAYERGOYZ,ENEE474,mayergoyz,5.0,3.0
ISABEL LLOYD,ENMA463,lloyd_isabel,3.0,2.0
ISABEL LLOYD,ENME382,lloyd_isabel,3.0,3.0
ISABEL LLOYD,ENMA300,lloyd_isabel,2.0,5.0
